ref,start,end,new_start,new_end,before,after,rule
Lev.7.14,35,40,35,40,HErrn,HERRN,name:Luther-divine-capitalization
Lev.7.20,68,73,68,73,HErrn,HERRN,name:Luther-divine-capitalization
Lev.7.21,164,169,164,169,HErrn,HERRN,name:Luther-divine-capitalization
Lev.7.22,8,12,8,12,HErr,HERR,name:Luther-divine-capitalization
Lev.7.25,51,56,51,56,HErrn,HERRN,name:Luther-divine-capitalization
Lev.7.28,8,12,8,12,HErr,HERR,name:Luther-divine-capitalization
Lev.7.29,48,53,48,53,HErrn,HERRN,name:Luther-divine-capitalization
Lev.7.29,122,127,122,127,HErrn,HERRN,name:Luther-divine-capitalization
Lev.7.30,58,63,58,63,HErrn,HERRN,name:Luther-divine-capitalization
Lev.7.30,152,157,152,157,HErrn,HERRN,name:Luther-divine-capitalization
Lev.7.35,63,68,63,68,HErrn,HERRN,name:Luther-divine-capitalization
Lev.7.35,131,136,131,136,HErrn,HERRN,name:Luther-divine-capitalization
Lev.7.36,8,12,8,12,HErr,HERR,name:Luther-divine-capitalization
Lev.7.38,8,12,8,12,HErr,HERR,name:Luther-divine-capitalization
Lev.7.38,122,127,122,127,HErrn,HERRN,name:Luther-divine-capitalization
Lev.8.1,8,12,8,12,HErr,HERR,name:Luther-divine-capitalization
Lev.8.4,22,26,22,26,HErr,HERR,name:Luther-divine-capitalization
Lev.8.5,40,44,40,44,HErr,HERR,name:Luther-divine-capitalization
Lev.8.9,127,131,127,131,HErr,HERR,name:Luther-divine-capitalization
Lev.8.13,132,136,132,136,HErr,HERR,name:Luther-divine-capitalization
Lev.8.17,109,113,109,113,HErr,HERR,name:Luther-divine-capitalization
Lev.8.21,157,162,157,162,HErrn,HERRN,name:Luther-divine-capitalization
Lev.8.21,176,180,176,180,HErr,HERR,name:Luther-divine-capitalization
Lev.8.26,57,62,57,62,HErrn,HERRN,name:Luther-divine-capitalization
Lev.8.27,94,99,94,99,HErrn,HERRN,name:Luther-divine-capitalization
Lev.8.28,149,154,149,154,HErrn,HERRN,name:Luther-divine-capitalization
Lev.8.29,56,61,56,61,HErrn,HERRN,name:Luther-divine-capitalization
Lev.8.29,135,139,135,139,HErr,HERR,name:Luther-divine-capitalization
Lev.8.34,41,45,41,45,HErr,HERR,name:Luther-divine-capitalization
Lev.8.35,111,116,111,116,HErrn,HERRN,name:Luther-divine-capitalization
Lev.8.36,47,51,47,51,HErr,HERR,name:Luther-divine-capitalization
Lev.9.2,136,141,136,141,HErrn,HERRN,name:Luther-divine-capitalization
Lev.9.4,66,71,66,71,HErrn,HERRN,name:Luther-divine-capitalization
Lev.9.4,141,145,141,145,HErr,HERR,name:Luther-divine-capitalization
Lev.9.5,129,134,129,134,HErrn,HERRN,name:Luther-divine-capitalization
Lev.9.6,35,39,35,39,HErr,HERR,name:Luther-divine-capitalization
Lev.9.6,93,98,93,98,HErrn,HERRN,name:Luther-divine-capitalization
Lev.9.7,181,185,181,185,HErr,HERR,name:Luther-divine-capitalization
Lev.9.10,106,110,106,110,HErr,HERR,name:Luther-divine-capitalization
Lev.9.21,73,78,73,78,HErrn,HERRN,name:Luther-divine-capitalization
Lev.9.21,88,92,88,92,HErr,HERR,name:Luther-divine-capitalization
Lev.9.23,139,144,139,144,HErrn,HERRN,name:Luther-divine-capitalization
Lev.9.24,31,36,31,36,HErrn,HERRN,name:Luther-divine-capitalization
Lev.10.1,159,164,159,164,HErrn,HERRN,name:Luther-divine-capitalization
Lev.10.2,30,35,30,35,HErrn,HERRN,name:Luther-divine-capitalization
Lev.10.2,80,85,80,85,HErrn,HERRN,name:Luther-divine-capitalization
Lev.10.3,44,48,44,48,HErr,HERR,name:Luther-divine-capitalization
Lev.10.6,274,278,274,278,HErr,HERR,name:Luther-divine-capitalization
Lev.10.7,105,110,105,110,HErrn,HERRN,name:Luther-divine-capitalization
Lev.10.8,4,8,4,8,HErr,HERR,name:Luther-divine-capitalization
Lev.10.11,59,63,59,63,HErr,HERR,name:Luther-divine-capitalization
Lev.10.12,147,152,147,152,HErrn,HERRN,name:Luther-divine-capitalization
Lev.10.13,108,113,108,113,HErrn,HERRN,name:Luther-divine-capitalization
Lev.10.15,127,132,127,132,HErrn,HERRN,name:Luther-divine-capitalization
Lev.10.15,195,199,195,199,HErr,HERR,name:Luther-divine-capitalization
Lev.10.17,201,206,201,206,HErrn,HERRN,name:Luther-divine-capitalization
Lev.10.19,91,96,91,96,HErrn,HERRN,name:Luther-divine-capitalization
Lev.10.19,209,214,209,214,HErrn,HERRN,name:Luther-divine-capitalization
Lev.11.1,8,12,8,12,HErr,HERR,name:Luther-divine-capitalization
Lev.11.44,17,21,17,21,HErr,HERR,name:Luther-divine-capitalization
Lev.11.45,17,21,17,21,HErr,HERR,name:Luther-divine-capitalization
Lev.12.1,8,12,8,12,HErr,HERR,name:Luther-divine-capitalization
Lev.12.2,45,48,45,49,ein,eine,grammar:Frau-determiner
Lev.12.2,49,53,50,54,Weib,Frau,word:Weib-Frau
Lev.12.7,27,32,27,32,HErrn,HERRN,name:Luther-divine-capitalization
Lev.13.1,8,12,8,12,HErr,HERR,name:Luther-divine-capitalization
Lev.13.29,19,23,19,23,Weib,Frau,word:Weib-Frau
Lev.13.38,21,25,21,25,Weib,Frau,word:Weib-Frau
Lev.14.1,8,12,8,12,HErr,HERR,name:Luther-divine-capitalization
Lev.14.11,69,74,69,74,HErrn,HERRN,name:Luther-divine-capitalization
Lev.14.12,98,103,98,103,HErrn,HERRN,name:Luther-divine-capitalization
Lev.14.16,136,141,136,141,HErrn,HERRN,name:Luther-divine-capitalization
Lev.14.18,98,103,98,103,HErrn,HERRN,name:Luther-divine-capitalization
Lev.14.23,102,107,102,107,HErrn,HERRN,name:Luther-divine-capitalization
Lev.14.24,99,104,99,104,HErrn,HERRN,name:Luther-divine-capitalization
Lev.14.27,96,101,96,101,HErrn,HERRN,name:Luther-divine-capitalization
Lev.14.29,102,107,102,107,HErrn,HERRN,name:Luther-divine-capitalization
Lev.14.31,135,140,135,140,HErrn,HERRN,name:Luther-divine-capitalization
Lev.14.33,8,12,8,12,HErr,HERR,name:Luther-divine-capitalization
Lev.15.1,8,12,8,12,HErr,HERR,name:Luther-divine-capitalization
Lev.15.14,87,92,87,92,HErrn,HERRN,name:Luther-divine-capitalization
Lev.15.15,111,116,111,116,HErrn,HERRN,name:Luther-divine-capitalization
Lev.15.18,0,3,0,4,Ein,Eine,grammar:Frau-determiner
Lev.15.18,4,8,5,9,Weib,Frau,word:Weib-Frau
Lev.15.19,5,8,5,9,ein,eine,grammar:Frau-determiner
Lev.15.19,9,13,10,14,Weib,Frau,word:Weib-Frau
Lev.15.25,10,13,10,14,ein,eine,grammar:Frau-determiner
Lev.15.25,14,18,15,19,Weib,Frau,word:Weib-Frau
Lev.15.30,112,117,112,117,HErrn,HERRN,name:Luther-divine-capitalization
Lev.15.33,81,85,81,85,Weib,Frau,word:Weib-Frau
Lev.16.1,8,12,8,12,HErr,HERR,name:Luther-divine-capitalization
Lev.16.1,92,97,92,97,HErrn,HERRN,name:Luther-divine-capitalization
Lev.16.7,46,51,46,51,HErrn,HERRN,name:Luther-divine-capitalization
Lev.16.8,57,62,57,62,HErrn,HERRN,name:Luther-divine-capitalization
Lev.16.9,35,40,35,40,HErrn,HERRN,name:Luther-divine-capitalization
Lev.16.10,78,83,78,83,HErrn,HERRN,name:Luther-divine-capitalization
Lev.16.12,60,65,60,65,HErrn,HERRN,name:Luther-divine-capitalization
Lev.16.13,41,46,41,46,HErrn,HERRN,name:Luther-divine-capitalization
Lev.16.18,46,51,46,51,HErrn,HERRN,name:Luther-divine-capitalization
Lev.16.30,126,131,126,131,HErrn,HERRN,name:Luther-divine-capitalization
Lev.16.34,137,141,137,141,HErr,HERR,name:Luther-divine-capitalization
Lev.17.1,8,12,8,12,HErr,HERR,name:Luther-divine-capitalization
Lev.17.2,94,98,94,98,HErr,HERR,name:Luther-divine-capitalization
Lev.17.4,66,71,66,71,HErrn,HERRN,name:Luther-divine-capitalization
Lev.17.4,117,122,117,122,HErrn,HERRN,name:Luther-divine-capitalization
Lev.17.5,106,111,106,111,HErrn,HERRN,name:Luther-divine-capitalization
Lev.17.5,195,200,195,200,HErrn,HERRN,name:Luther-divine-capitalization
Lev.17.6,49,54,49,54,HErrn,HERRN,name:Luther-divine-capitalization
Lev.17.6,140,145,140,145,HErrn,HERRN,name:Luther-divine-capitalization
Lev.17.9,67,72,67,72,HErrn,HERRN,name:Luther-divine-capitalization
Lev.18.1,8,12,8,12,HErr,HERR,name:Luther-divine-capitalization
Lev.18.2,61,65,61,65,HErr,HERR,name:Luther-divine-capitalization
Lev.18.4,122,126,122,126,HErr,HERR,name:Luther-divine-capitalization
Lev.18.5,133,137,133,137,HErr,HERR,name:Luther-divine-capitalization
Lev.18.6,97,101,97,101,HErr,HERR,name:Luther-divine-capitalization
Lev.18.8,24,30,24,28,Weibes,Frau,word:Weib-Frau
Lev.18.11,46,52,46,50,Weibes,Frau,word:Weib-Frau
Lev.18.14,63,67,63,68,sein,seine,grammar:Frau-determiner
Lev.18.14,68,72,69,73,Weib,Frau,word:Weib-Frau
Lev.18.15,83,87,83,87,Weib,Frau,word:Weib-Frau
Lev.18.16,25,31,25,29,Weibes,Frau,word:Weib-Frau
Lev.18.17,10,15,10,15,eines,einer,grammar:Frau-determiner
Lev.18.17,16,22,16,20,Weibes,Frau,word:Weib-Frau
Lev.18.18,15,21,15,21,deines,deiner,grammar:Frau-determiner
Lev.18.18,22,28,22,26,Weibes,Frau,word:Weib-Frau
Lev.18.19,16,19,16,19,zum,zur,grammar:Frau-determiner
Lev.18.19,20,25,20,24,Weibe,Frau,word:Weib-Frau
Lev.18.20,41,46,41,45,Weibe,Frau,word:Weib-Frau
Lev.18.21,157,161,157,161,HErr,HERR,name:Luther-divine-capitalization
Lev.18.22,38,42,38,45,beim,bei der,grammar:Frau-determiner
Lev.18.22,43,48,46,50,Weibe,Frau,word:Weib-Frau
Lev.18.23,81,85,81,86,kein,keine,grammar:Frau-determiner
Lev.18.23,86,90,87,91,Weib,Frau,word:Weib-Frau
Lev.18.30,156,160,156,160,HErr,HERR,name:Luther-divine-capitalization
Lev.19.1,8,12,8,12,HErr,HERR,name:Luther-divine-capitalization
Lev.19.2,116,120,116,120,HErr,HERR,name:Luther-divine-capitalization
Lev.19.3,94,98,94,98,HErr,HERR,name:Luther-divine-capitalization
Lev.19.4,106,110,106,110,HErr,HERR,name:Luther-divine-capitalization
Lev.19.5,17,22,17,22,HErrn,HERRN,name:Luther-divine-capitalization
Lev.19.8,74,79,74,79,HErrn,HERRN,name:Luther-divine-capitalization
Lev.19.10,163,167,163,167,HErr,HERR,name:Luther-divine-capitalization
Lev.19.12,107,111,107,111,HErr,HERR,name:Luther-divine-capitalization
Lev.19.14,147,151,147,151,HErr,HERR,name:Luther-divine-capitalization
Lev.19.16,123,127,123,127,HErr,HERR,name:Luther-divine-capitalization
Lev.19.18,147,151,147,151,HErr,HERR,name:Luther-divine-capitalization
Lev.19.20,18,23,18,23,einem,einer,grammar:Frau-determiner
Lev.19.20,24,29,24,28,Weibe,Frau,word:Weib-Frau
Lev.19.21,34,39,34,39,HErrn,HERRN,name:Luther-divine-capitalization
Lev.19.22,64,69,64,69,HErrn,HERRN,name:Luther-divine-capitalization
Lev.19.24,78,83,78,83,HErrn,HERRN,name:Luther-divine-capitalization
Lev.19.25,86,90,86,90,HErr,HERR,name:Luther-divine-capitalization
Lev.19.28,111,115,111,115,HErr,HERR,name:Luther-divine-capitalization
Lev.19.30,81,85,81,85,HErr,HERR,name:Luther-divine-capitalization
Lev.19.31,151,155,151,155,HErr,HERR,name:Luther-divine-capitalization
Lev.19.32,127,131,127,131,HErr,HERR,name:Luther-divine-capitalization
Lev.19.34,163,167,163,167,HErr,HERR,name:Luther-divine-capitalization
Lev.19.36,99,103,99,103,HErr,HERR,name:Luther-divine-capitalization
Lev.19.37,85,89,85,89,HErr,HERR,name:Luther-divine-capitalization
Lev.20.1,8,12,8,12,HErr,HERR,name:Luther-divine-capitalization
Lev.20.7,53,57,53,57,HErr,HERR,name:Luther-divine-capitalization
Lev.20.8,57,61,57,61,HErr,HERR,name:Luther-divine-capitalization
Lev.20.10,32,37,32,36,Weibe,Frau,word:Weib-Frau
Lev.20.10,137,142,136,140,Weibe,Frau,word:Weib-Frau
Lev.20.11,30,35,30,34,Weibe,Frau,word:Weib-Frau
Lev.20.13,36,40,36,43,beim,bei der,grammar:Frau-determiner
Lev.20.13,41,46,44,48,Weibe,Frau,word:Weib-Frau
Lev.20.14,12,15,12,16,ein,eine,grammar:Frau-determiner
Lev.20.14,16,20,17,21,Weib,Frau,word:Weib-Frau
Lev.20.16,5,8,5,9,ein,eine,grammar:Frau-determiner
Lev.20.16,9,13,10,14,Weib,Frau,word:Weib-Frau
Lev.20.18,14,18,14,21,beim,bei der,grammar:Frau-determiner
Lev.20.18,19,24,22,26,Weibe,Frau,word:Weib-Frau
Lev.20.20,38,43,38,42,Weibe,Frau,word:Weib-Frau
Lev.20.21,27,31,27,31,Weib,Frau,word:Weib-Frau
Lev.20.24,137,141,137,141,HErr,HERR,name:Luther-divine-capitalization
Lev.20.26,47,51,47,51,HErr,HERR,name:Luther-divine-capitalization
Lev.20.27,19,23,19,23,Weib,Frau,word:Weib-Frau
Lev.21.1,8,12,8,12,HErr,HERR,name:Luther-divine-capitalization
Lev.21.3,87,91,87,91,Weib,Frau,word:Weib-Frau
Lev.21.6,100,105,100,105,HErrn,HERRN,name:Luther-divine-capitalization
Lev.21.8,124,128,124,128,HErr,HERR,name:Luther-divine-capitalization
Lev.21.12,159,163,159,163,HErr,HERR,name:Luther-divine-capitalization
Lev.21.13,22,25,22,25,zum,zur,grammar:Frau-determiner
Lev.21.13,26,31,26,30,Weibe,Frau,word:Weib-Frau
Lev.21.14,104,107,104,107,zum,zur,grammar:Frau-determiner
Lev.21.14,108,113,108,112,Weibe,Frau,word:Weib-Frau
Lev.21.15,78,82,78,82,HErr,HERR,name:Luther-divine-capitalization
Lev.21.16,8,12,8,12,HErr,HERR,name:Luther-divine-capitalization
Lev.21.21,126,131,126,131,HErrn,HERRN,name:Luther-divine-capitalization
Lev.21.23,144,148,144,148,HErr,HERR,name:Luther-divine-capitalization
Lev.22.1,8,12,8,12,HErr,HERR,name:Luther-divine-capitalization
Lev.22.2,178,182,178,182,HErr,HERR,name:Luther-divine-capitalization
Lev.22.3,115,120,115,120,HErrn,HERRN,name:Luther-divine-capitalization
Lev.22.3,237,241,237,241,HErr,HERR,name:Luther-divine-capitalization
Lev.22.8,125,129,125,129,HErr,HERR,name:Luther-divine-capitalization
Lev.22.9,136,140,136,140,HErr,HERR,name:Luther-divine-capitalization
Lev.22.12,46,50,46,50,Weib,Frau,word:Weib-Frau
Lev.22.15,79,84,79,84,HErrn,HERRN,name:Luther-divine-capitalization
Lev.22.16,101,105,101,105,HErr,HERR,name:Luther-divine-capitalization
Lev.22.17,8,12,8,12,HErr,HERR,name:Luther-divine-capitalization
Lev.22.18,177,182,177,182,HErrn,HERRN,name:Luther-divine-capitalization
Lev.22.21,26,31,26,31,HErrn,HERRN,name:Luther-divine-capitalization
Lev.22.22,114,119,114,119,HErrn,HERRN,name:Luther-divine-capitalization
Lev.22.22,178,183,178,183,HErrn,HERRN,name:Luther-divine-capitalization
Lev.22.24,19,24,19,24,HErrn,HERRN,name:Luther-divine-capitalization
Lev.22.26,8,12,8,12,HErr,HERR,name:Luther-divine-capitalization
Lev.22.27,140,145,140,145,HErrn,HERRN,name:Luther-divine-capitalization
Lev.22.29,24,29,24,29,HErrn,HERRN,name:Luther-divine-capitalization
Lev.22.30,106,110,106,110,HErr,HERR,name:Luther-divine-capitalization
Lev.22.31,60,64,60,64,HErr,HERR,name:Luther-divine-capitalization
Lev.22.32,116,120,116,120,HErr,HERR,name:Luther-divine-capitalization
Lev.22.33,72,76,72,76,HErr,HERR,name:Luther-divine-capitalization
Lev.23.1,8,12,8,12,HErr,HERR,name:Luther-divine-capitalization
Lev.23.2,68,73,68,73,HErrn,HERRN,name:Luther-divine-capitalization
Lev.23.3,168,173,168,173,HErrn,HERRN,name:Luther-divine-capitalization
Lev.23.4,29,34,29,34,HErrn,HERRN,name:Luther-divine-capitalization
Lev.23.5,50,55,50,55,HErrn,HERRN,name:Luther-divine-capitalization
Lev.23.6,68,73,68,73,HErrn,HERRN,name:Luther-divine-capitalization
Lev.23.8,30,35,30,35,HErrn,HERRN,name:Luther-divine-capitalization
Lev.23.9,8,12,8,12,HErr,HERR,name:Luther-divine-capitalization
Lev.23.11,40,45,40,45,HErrn,HERRN,name:Luther-divine-capitalization
Lev.23.12,71,76,71,76,HErrn,HERRN,name:Luther-divine-capitalization
Lev.23.13,80,85,80,85,HErrn,HERRN,name:Luther-divine-capitalization
Lev.23.16,101,106,101,106,HErrn,HERRN,name:Luther-divine-capitalization
Lev.23.17,133,138,133,138,HErrn,HERRN,name:Luther-divine-capitalization
Lev.23.18,129,134,129,134,HErrn,HERRN,name:Luther-divine-capitalization
Lev.23.18,226,231,226,231,HErrn,HERRN,name:Luther-divine-capitalization
Lev.23.20,63,68,63,68,HErrn,HERRN,name:Luther-divine-capitalization
Lev.23.20,107,112,107,112,HErrn,HERRN,name:Luther-divine-capitalization
Lev.23.22,189,193,189,193,HErr,HERR,name:Luther-divine-capitalization
Lev.23.23,8,12,8,12,HErr,HERR,name:Luther-divine-capitalization
Lev.23.25,50,55,50,55,HErrn,HERRN,name:Luther-divine-capitalization
Lev.23.26,8,12,8,12,HErr,HERR,name:Luther-divine-capitalization
Lev.23.27,166,171,166,171,HErrn,HERRN,name:Luther-divine-capitalization
Lev.23.28,108,113,108,113,HErrn,HERRN,name:Luther-divine-capitalization
Lev.23.33,8,12,8,12,HErr,HERR,name:Luther-divine-capitalization
Lev.23.34,120,125,120,125,HErrn,HERRN,name:Luther-divine-capitalization
Lev.23.36,26,31,26,31,HErrn,HERRN,name:Luther-divine-capitalization
Lev.23.36,128,133,128,133,HErrn,HERRN,name:Luther-divine-capitalization
Lev.23.37,23,28,23,28,HErrn,HERRN,name:Luther-divine-capitalization
Lev.23.37,94,99,94,99,HErrn,HERRN,name:Luther-divine-capitalization
Lev.23.38,26,31,26,31,HErrn,HERRN,name:Luther-divine-capitalization
Lev.23.38,99,104,99,104,HErrn,HERRN,name:Luther-divine-capitalization
Lev.23.39,114,119,114,119,HErrn,HERRN,name:Luther-divine-capitalization
Lev.23.40,155,160,155,160,HErrn,HERRN,name:Luther-divine-capitalization
Lev.23.41,19,24,19,24,HErrn,HERRN,name:Luther-divine-capitalization
Lev.23.43,132,136,132,136,HErr,HERR,name:Luther-divine-capitalization
Lev.23.44,51,56,51,56,HErrn,HERRN,name:Luther-divine-capitalization
Lev.24.1,8,12,8,12,HErr,HERR,name:Luther-divine-capitalization
Lev.24.3,124,129,124,129,HErrn,HERRN,name:Luther-divine-capitalization
Lev.24.4,61,66,61,66,HErrn,HERRN,name:Luther-divine-capitalization
Lev.24.6,76,81,76,81,HErrn,HERRN,name:Luther-divine-capitalization
Lev.24.7,106,111,106,111,HErrn,HERRN,name:Luther-divine-capitalization
Lev.24.8,55,60,55,60,HErrn,HERRN,name:Luther-divine-capitalization
Lev.24.9,139,144,139,144,HErrn,HERRN,name:Luther-divine-capitalization
Lev.24.10,17,22,17,22,eines,einer,grammar:Frau-determiner
Lev.24.10,38,44,38,42,Weibes,Frau,word:Weib-Frau
Lev.24.11,27,32,27,32,HErrn,HERRN,name:Luther-divine-capitalization
Lev.24.12,74,79,74,79,HErrn,HERRN,name:Luther-divine-capitalization
Lev.24.13,8,12,8,12,HErr,HERR,name:Luther-divine-capitalization
Lev.24.16,12,17,12,17,HErrn,HERRN,name:Luther-divine-capitalization
Lev.24.22,94,98,94,98,HErr,HERR,name:Luther-divine-capitalization
Lev.24.23,146,150,146,150,HErr,HERR,name:Luther-divine-capitalization
Lev.25.1,8,12,8,12,HErr,HERR,name:Luther-divine-capitalization
Lev.25.2,138,143,138,143,HErrn,HERRN,name:Luther-divine-capitalization
Lev.25.4,62,67,62,67,HErrn,HERRN,name:Luther-divine-capitalization
Lev.25.17,99,103,99,103,HErr,HERR,name:Luther-divine-capitalization
Lev.25.38,17,21,17,21,HErr,HERR,name:Luther-divine-capitalization
Lev.25.55,93,97,93,97,HErr,HERR,name:Luther-divine-capitalization
Lev.26.1,170,174,170,174,HErr,HERR,name:Luther-divine-capitalization
Lev.26.2,73,77,73,77,HErr,HERR,name:Luther-divine-capitalization
Lev.26.13,17,21,17,21,HErr,HERR,name:Luther-divine-capitalization
Lev.26.26,61,67,61,67,Weiber,Frauen,word:Weib-Frau
Lev.26.44,219,223,219,223,HErr,HERR,name:Luther-divine-capitalization
Lev.26.45,147,151,147,151,HErr,HERR,name:Luther-divine-capitalization
Lev.26.46,56,60,56,60,HErr,HERR,name:Luther-divine-capitalization
Lev.27.1,8,12,8,12,HErr,HERR,name:Luther-divine-capitalization
Lev.27.2,65,70,65,70,HErrn,HERRN,name:Luther-divine-capitalization
Lev.27.9,33,38,33,38,HErrn,HERRN,name:Luther-divine-capitalization
Lev.27.9,77,82,77,82,HErrn,HERRN,name:Luther-divine-capitalization
Lev.27.10,170,175,170,175,HErrn,HERRN,name:Luther-divine-capitalization
Lev.27.11,41,46,41,46,HErrn,HERRN,name:Luther-divine-capitalization
Lev.27.14,43,48,43,48,HErrn,HERRN,name:Luther-divine-capitalization
Lev.27.16,50,55,50,55,HErrn,HERRN,name:Luther-divine-capitalization
Lev.27.21,64,69,64,69,HErrn,HERRN,name:Luther-divine-capitalization
Lev.27.22,21,26,21,26,HErrn,HERRN,name:Luther-divine-capitalization
Lev.27.23,130,135,130,135,HErrn,HERRN,name:Luther-divine-capitalization
Lev.27.26,39,44,39,44,HErrn,HERRN,name:Luther-divine-capitalization
Lev.27.26,79,84,79,84,HErrn,HERRN,name:Luther-divine-capitalization
Lev.27.26,139,144,139,144,HErrn,HERRN,name:Luther-divine-capitalization
Lev.27.28,62,67,62,67,HErrn,HERRN,name:Luther-divine-capitalization
Lev.27.28,187,192,187,192,HErrn,HERRN,name:Luther-divine-capitalization
Lev.27.30,79,84,79,84,HErrn,HERRN,name:Luther-divine-capitalization
Lev.27.30,100,105,100,105,HErrn,HERRN,name:Luther-divine-capitalization
Lev.27.32,116,121,116,121,HErrn,HERRN,name:Luther-divine-capitalization
Lev.27.34,30,34,30,34,HErr,HERR,name:Luther-divine-capitalization
Num.1.1,8,12,8,12,HErr,HERR,name:Luther-divine-capitalization
Num.1.19,8,12,8,12,HErr,HERR,name:Luther-divine-capitalization
Num.1.48,8,12,8,12,HErr,HERR,name:Luther-divine-capitalization
Num.1.54,43,47,43,47,HErr,HERR,name:Luther-divine-capitalization
Num.2.1,8,12,8,12,HErr,HERR,name:Luther-divine-capitalization
Num.2.33,84,88,84,88,HErr,HERR,name:Luther-divine-capitalization
Num.2.34,43,47,43,47,HErr,HERR,name:Luther-divine-capitalization
Num.3.1,61,65,61,65,HErr,HERR,name:Luther-divine-capitalization
Num.3.4,37,42,37,42,HErrn,HERRN,name:Luther-divine-capitalization
Num.3.4,82,87,82,87,HErrn,HERRN,name:Luther-divine-capitalization
Num.3.5,8,12,8,12,HErr,HERR,name:Luther-divine-capitalization
Num.3.11,8,12,8,12,HErr,HERR,name:Luther-divine-capitalization
Num.3.13,210,214,210,214,HErr,HERR,name:Luther-divine-capitalization
Num.3.14,8,12,8,12,HErr,HERR,name:Luther-divine-capitalization
Num.3.16,39,44,39,44,HErrn,HERRN,name:Luther-divine-capitalization
Num.3.39,93,98,93,98,HErrn,HERRN,name:Luther-divine-capitalization
Num.3.40,8,12,8,12,HErr,HERR,name:Luther-divine-capitalization
Num.3.41,32,37,32,37,HErrn,HERRN,name:Luther-divine-capitalization
Num.3.42,29,33,29,33,HErr,HERR,name:Luther-divine-capitalization
Num.3.44,8,12,8,12,HErr,HERR,name:Luther-divine-capitalization
Num.3.45,128,133,128,133,HErrn,HERRN,name:Luther-divine-capitalization
Num.3.51,52,57,52,57,HErrn,HERRN,name:Luther-divine-capitalization
Num.3.51,67,71,67,71,HErr,HERR,name:Luther-divine-capitalization
Num.4.1,8,12,8,12,HErr,HERR,name:Luther-divine-capitalization
Num.4.17,8,12,8,12,HErr,HERR,name:Luther-divine-capitalization
Num.4.21,8,12,8,12,HErr,HERR,name:Luther-divine-capitalization
Num.4.37,149,154,149,154,HErrn,HERRN,name:Luther-divine-capitalization
Num.4.41,155,160,155,160,HErrn,HERRN,name:Luther-divine-capitalization
Num.4.45,99,104,99,104,HErrn,HERRN,name:Luther-divine-capitalization
Num.4.49,37,42,37,42,HErrn,HERRN,name:Luther-divine-capitalization
Num.4.49,108,112,108,112,HErr,HERR,name:Luther-divine-capitalization
Num.5.1,8,12,8,12,HErr,HERR,name:Luther-divine-capitalization
Num.5.3,16,20,16,20,Weib,Frau,word:Weib-Frau
Num.5.4,77,81,77,81,HErr,HERR,name:Luther-divine-capitalization
Num.5.5,8,12,8,12,HErr,HERR,name:Luther-divine-capitalization
Num.5.6,64,68,64,68,Weib,Frau,word:Weib-Frau
Num.5.6,127,132,127,132,HErrn,HERRN,name:Luther-divine-capitalization
Num.5.8,66,71,66,71,HErrn,HERRN,name:Luther-divine-capitalization
Num.5.11,8,12,8,12,HErr,HERR,name:Luther-divine-capitalization
Num.5.12,69,73,69,73,Weib,Frau,word:Weib-Frau
Num.5.14,45,49,45,50,sein,seine,grammar:Frau-determiner
Num.5.14,50,54,51,55,Weib,Frau,word:Weib-Frau
Num.5.16,49,54,49,54,HErrn,HERRN,name:Luther-divine-capitalization
Num.5.18,9,12,9,12,das,die,grammar:Frau-determiner
Num.5.18,13,17,13,17,Weib,Frau,word:Weib-Frau
Num.5.18,26,31,26,31,HErrn,HERRN,name:Luther-divine-capitalization
Num.5.19,9,12,9,12,das,die,grammar:Frau-determiner
Num.5.19,13,17,13,17,Weib,Frau,word:Weib-Frau
Num.5.21,21,24,21,24,das,die,grammar:Frau-determiner
Num.5.21,25,29,25,29,Weib,Frau,word:Weib-Frau
Num.5.21,86,90,86,90,HErr,HERR,name:Luther-divine-capitalization
Num.5.21,155,159,155,159,HErr,HERR,name:Luther-divine-capitalization
Num.5.22,105,108,105,108,das,die,grammar:Frau-determiner
Num.5.22,109,113,109,113,Weib,Frau,word:Weib-Frau
Num.5.24,9,12,9,12,dem,der,grammar:Frau-determiner
Num.5.24,13,18,13,17,Weibe,Frau,word:Weib-Frau
Num.5.25,90,95,90,95,HErrn,HERRN,name:Luther-divine-capitalization
Num.5.26,99,102,99,102,dem,der,grammar:Frau-determiner
Num.5.26,103,108,103,107,Weibe,Frau,word:Weib-Frau
Num.5.27,225,228,225,228,das,die,grammar:Frau-determiner
Num.5.27,229,233,229,233,Weib,Frau,word:Weib-Frau
Num.5.28,9,12,9,13,ein,eine,grammar:Frau-determiner
Num.5.28,13,18,14,20,solch,solche,grammar:Frau-adjective
Num.5.28,19,23,21,25,Weib,Frau,word:Weib-Frau
Num.5.29,31,34,31,35,ein,eine,grammar:Frau-determiner
Num.5.29,35,39,36,40,Weib,Frau,word:Weib-Frau
Num.5.30,58,62,58,63,sein,seine,grammar:Frau-determiner
Num.5.30,63,67,64,68,Weib,Frau,word:Weib-Frau
Num.5.30,101,106,102,107,HErrn,HERRN,name:Luther-divine-capitalization
Num.5.31,56,59,56,59,das,die,grammar:Frau-determiner
Num.5.31,60,64,60,64,Weib,Frau,word:Weib-Frau
Num.6.1,8,12,8,12,HErr,HERR,name:Luther-divine-capitalization
Num.6.2,64,68,64,68,Weib,Frau,word:Weib-Frau
